#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Mnogo je siromaštva i nezaposlenosti.
1-1	0-5	Mnogo	ADV	ADV	_	_	mnogo	_	_	_	*	_	_	_	_	_	_
1-2	6-8	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
1-3	9-19	siromaštva	N	NOUN	_	_	siromaštvo	_	_	_	*	_	_	_	_	_	_
1-4	20-21	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	_
1-5	22-36	nezaposlenosti	N	NOUN	_	_	nezaposlenost	_	_	_	*	_	_	_	_	_	_
1-6	36-37	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Taj bod podelili su na jednake delove vozači koji su imali isti najbrži krug.
2-1	37-40	Taj	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	_
2-2	41-44	bod	N	NOUN	_	_	bod	_	_	_	*	_	_	_	_	_	_
2-3	45-53	podelili	V	VERB	_	_	podeliti	_	_	_	*	_	_	_	_	_	_
2-4	54-56	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
2-5	57-59	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	_	_
2-6	60-67	jednake	A	ADJ	_	_	jednak	_	_	_	*	_	_	_	_	_	_
2-7	68-74	delove	N	NOUN	_	_	deo	_	_	_	*	_	_	_	_	_	_
2-8	75-81	vozači	N	NOUN	http://www.wikidata.org/entity/Q352388	ROLE	vozač	_	_	_	*	_	_	_	_	_	_
2-9	82-86	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	_	_
2-10	87-89	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
2-11	90-95	imali	V	VERB	_	_	imati	_	_	_	*	_	_	_	_	_	_
2-12	96-100	isti	A	ADJ	_	_	isti	_	_	_	*	_	_	_	_	_	_
2-13	101-108	najbrži	A	ADJ	_	_	brz	_	_	_	*	_	_	_	_	_	_
2-14	109-113	krug	N	NOUN	_	_	krug	_	_	_	*	_	_	_	_	_	_
2-15	113-114	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Umrla je 1245. godine, još uvek čekajući da joj se sin vrati.
3-1	114-119	Umrla	V	VERB	_	_	umreti	_	_	_	*	_	_	_	_	_	_
3-2	120-122	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	_
3-3	123-128	1245.	A	ADJ	_	_	1245.	_	_	_	_	_	_	_	_	_	_
3-4	129-135	godine	N	NOUN	_	_	godina	_	_	_	*	_	_	_	_	_	_
3-5	135-136	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	_	_	_
3-6	137-140	još	ADV	ADV	_	_	još	_	_	_	*	_	_	_	_	_	_
3-7	141-145	uvek	ADV	ADV	_	_	uvek	_	_	_	*	_	_	_	_	_	_
3-8	146-154	čekajući	V	VERB	_	_	čekati	_	_	_	*	_	_	_	_	_	_
3-9	155-157	da	CONJ	SCONJ	_	_	da	_	_	_	_	_	_	_	_	_	_
3-10	158-161	joj	PRO	PRON	_	_	ona	_	_	_	_	_	_	_	_	_	_
3-11	162-164	se	PAR	PART	_	_	se	1	*	IRV	*[369]	_	_	_	_	_	_
3-12	165-168	sin	N	NOUN	_	_	sin	_	_	_	*[369]|*[370]	_	_	_	_	_	_
3-13	169-174	vrati	V	VERB	_	_	vratiti	1	vratiti se	IRV	*[369]	_	_	_	_	_	_
3-14	174-175	.	PUNCT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	_

#Text=Govoreći o naslovu i konceptu albuma, Gaga je objasnila: „Slava govori o tome kako se svako može osećati slavnim.“
