#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Comment|Ainotes


#Text=Pobednika su izabrala deca koja su uoči Foruma učestvovala u globalnom glasanju održanom u sve 24 zemlje učesnice.
243-1	0-9	Pobednika	N	NOUN	_	_	pobednik	_	_	_	ENG30-09762821-n	3	ENG30-09762821-n;ENG30-09906704-n;ENG30-10782940-n	*	simple_wsd - ENG30-09762821-n:0.9329::osoba sa uspehom - ENG30-09906704-n:0.7590::neko ko je osvojio prvo mesto na takmičenju - ENG30-10782940-n:0.6682::takmičar koji pobedi na takmičenju	
243-2	10-12	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
243-3	13-21	izabrala	V	VERB	_	_	izabrati	_	_	_	ENG30-00679937-v	5	ENG30-00676450-v;ENG30-00676864-v;ENG30-00679937-v;ENG30-00790308-v;ENG30-01078050-v	*	simple_wsd - ENG30-00679937-v:0.8197::smatrati prikladnim ili ispravnim da se deluje na određeni način; odlučiti da se deluje na određeni način - ENG30-00676864-v:0.7754::Napraviti izbor - ENG30-00790308-v:0.7187::koristiti točkić za izbor broja telefona	
243-4	22-26	deca	N	NOUN	_	_	deca	_	_	_	ENG30-09917593-n	3	DRS0-457358/0.0;DRS0-457359/0.0;ENG30-09917593-n	*	simple_wsd - ENG30-09917593-n:0.6309::Mlada osoba bilo kog pola (između rođenja i puberteta). - DRS0-457358/0.0:0.5361::ljudi u ranom uzrastu života; sinovi i kćeri u odnosu na roditelje; mlade osobe koje još nisu odrasle. - DRS0-457359/0.0:0.3921::zb. im. od dete.	
243-5	27-31	koja	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
243-6	32-34	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
243-7	35-39	uoči	PREP	ADP	_	_	uoči	_	_	_	_	_	_	_	_	
243-8	40-46	Foruma	N	NOUN	_	_	forum	_	_	_	ENG30-02749953-n	1	ENG30-02749953-n	*	simple_wsd - ENG30-02749953-n:0.6889::javni sastanak ili skupština na kojoj se otvoreno raspravlja	
243-9	47-58	učestvovala	V	VERB	_	_	učestvovati	_	_	_	ENG30-01082606-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	*	simple_wsd - ENG30-01082606-v:0.8465::postati učesnik; biti uključen u šta - ENG30-02375131-v:0.7314::Izvršiti aktivnost ili uzeti učešće; biti uključen. - ENG30-02450256-v:0.6881::uzeti, uzimati učešća u nekoj zajedničkoj akciji, sudelovati	
243-10	59-60	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
243-11	61-70	globalnom	A	ADJ	_	_	globalan	_	_	_	CV0175	2	CV0175;ENG30-01568684-a	*	simple_wsd - CV0175:0.8626::ukupno, celovito uzet, celokupan, sveobuhvatan, zaokružen - ENG30-01568684-a:0.8166::koji uključuje celu Zemlju, ceo svet; nije ograničenog ni provencijskog dometa	
243-12	71-79	glasanju	N	NOUN	_	_	glasanje	_	_	_	ENG30-00183505-n	3	ENG30-00181781-n;ENG30-00182213-n;ENG30-00183505-n	*	simple_wsd - ENG30-00183505-n:0.8624::Izbor koji se pravi glasanjem. - ENG30-00181781-n:0.5843::izbori kojima se određuje ko će dobiti kakvu poziciju ili političku dužnost - ENG30-00182213-n:0.5152::Mišljenje grupe onako kako se određuje glasanjem.	
243-13	80-88	održanom	A	ADJ	_	_	održan	_	_	_	ENG30-00596639-a	2	CV0215;ENG30-00596639-a	*	simple_wsd - ENG30-00596639-a:0.9212::održava se dugo bez prekida ili slabljenja - CV0215:0.8581::koji je izvršen, obavljen	
243-14	89-90	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	
243-15	91-94	sve	PRO	DET	_	_	sav	_	_	_	_	_	_	_	_	
243-16	95-97	24	NUM	NUM	_	_	24	_	_	_	_	_	_	_	_	
243-17	98-104	zemlje	N	NOUN	_	_	zemlja	_	_	_	ENG30-09270894-n	11	ENG30-08168978-n;ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	*	simple_wsd - ENG30-09270894-n:0.9435::Treća planeta od Sunca; planeta na kojoj mi živimo. - ENG30-13250048-n:0.7751::Zemlja na kojoj se nalazi nekretnina. - ENG30-09334396-n:0.7403::Čvrsti deo Zemljine površine.	
243-18	105-113	učesnice	N	NOUN	_	_	učesnica	_	_	_	DRJ0-186203/0	1	DRJ0-186203/0	*	simple_wsd - DRJ0-186203/0:0.8605::ženska osoba učenik.	
243-19	113-114	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Timovi koji učestvuju na prvenstvu formirani su tokom otvorenog žreba.
244-1	114-120	Timovi	N	NOUN	_	_	tim	_	_	_	ENG30-08208560-n	2	ENG30-08208560-n;ENG30-08264897-n	*	simple_wsd - ENG30-08208560-n:0.8010::Skupina koja sarađuje (posebno u sportu). - ENG30-08264897-n:0.7882::Grupa ljudi koja je privremeno udružena u neku aktivnost.	
244-2	121-125	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	_	
244-3	126-135	učestvuju	V	VERB	_	_	učestvovati	_	_	_	ENG30-01082606-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	*	simple_wsd - ENG30-01082606-v:0.9094::postati učesnik; biti uključen u šta - ENG30-02375131-v:0.7861::Izvršiti aktivnost ili uzeti učešće; biti uključen. - ENG30-02450256-v:0.7508::uzeti, uzimati učešća u nekoj zajedničkoj akciji, sudelovati	
244-4	136-138	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	_	
244-5	139-148	prvenstvu	N	NOUN	_	_	prvenstvo	_	_	_	ENG30-14435353-n	4	CV0017;ENG30-13948912-n;ENG30-13949802-n;ENG30-14435353-n	*	simple_wsd - ENG30-14435353-n:0.5409::stanje kada je neko prvi po značaju - ENG30-13949802-n:0.5335::utvrđen status po važnosti ili urgentnosti - ENG30-13948912-n:0.4219::status šampiona	
244-6	149-158	formirani	V	VERB	_	_	formirati	_	_	_	ENG30-02623906-v	5	ENG30-00698256-v;ENG30-01619014-v;ENG30-02448185-v;ENG30-02621395-v;ENG30-02623906-v	*	simple_wsd - ENG30-02623906-v:0.7489::razviti u poseban entitet - ENG30-02621395-v:0.7444::Ciniti ili predstavljati nešto. - ENG30-01619014-v:0.7055::praviti ili dizajnirati nešto, često na određeni način	
244-7	159-161	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
244-8	162-167	tokom	PREP	ADP	_	_	tokom	_	_	_	_	_	_	_	_	
244-9	168-177	otvorenog	A	ADJ	_	_	otvoren	_	_	_	ENG30-01652902-a	7	ENG30-00523479-a;ENG30-00685615-a;ENG30-00760916-a;ENG30-01652902-a;ENG30-01704761-a;ENG30-01985247-a;ENG30-02003357-a	*	simple_wsd - ENG30-01652902-a:0.8955::omogućava slobodan prolaz ili pristup - ENG30-02003357-a:0.7744::koji je dostupan svakome - ENG30-01985247-a:0.7576::otvoren za saradnju; prijemčiv za predloge	
244-10	178-183	žreba	N	NOUN	_	_	žreb	_	_	_	DRJ0-240858/0	1	DRJ0-240858/0	*	simple_wsd - DRJ0-240858/0:0.7637::izvlačenje jednog predmeta (kocke, cedulje i sl.) kojim se donosi odluka o dodeli nagrada, rasporedu utakmica i sl. (ka…	
244-11	183-184	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	

#Text=Film je mnogo drugačiji od knjige.
245-1	184-188	Film	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	*	simple_wsd - ENG30-06613686-n:0.8907::Oblik zabave koji predstavlja neku priču nizom slika koje stvaraju iluziju kontinuiranog kretanja. - ENG30-03338821-n:0.8417::Fotografski papir koji se sastoji of celuloidne osnove koja je prevučena fotografskom emulzijom i na kome se pravi nega… - ENG30-06262567-n:0.5047::Medijum koji širi pokretne slike.	
245-2	189-191	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	
