#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	0-11	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	http://llod.jerteh.rs/WSD/seENG3015291199n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	U ovom kontekstu, 'kulminacija' označava završnu, najvažniju fazu događaja, odnosno ceremoniju dodele nagrade, što odgovara značenju završne klimaktičke faze.	
5-2	12-14	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-3	15-19	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
5-4	20-30	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	http://llod.jerteh.rs/WSD/seENG3007450842n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	U ovom kontekstu, 'ceremonija' se odnosi na formalan događaj organizovan povodom dodele nagrade, što najpreciznije odgovara značenju formalnog događaja u posebnoj prilici.	
5-5	31-37	dodele	N	NOUN	_	_	dodela	_	_	_	http://llod.jerteh.rs/WSD/seENG3000164579n	1	ENG30-00164579-n	Nijedno ponuđeno značenje ne odgovara jer se u ovom kontekstu 'dodela' odnosi na svečano uručenje nagrade ili priznanja, a ne na računarstvo ili raspodelu memorije.	
5-6	38-42	Kupa	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	kup	_	_	_	http://llod.jerteh.rs/WSD/seENG3001859325n	1	ENG30-01859325-n	Nijedno ponuđeno značenje ne odgovara, jer se u ovom kontekstu 'kup' odnosi na sportsko takmičenje ili trofej, a ne na vrstu ptice (labuda).	
5-7	43-48	devet	NUM	NUM	http://www.wikidata.org/entity/*[3]	WORK[3]	devet	_	_	_	_	_	_	_	
5-8	49-58	vrednosti	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	vrednost	_	_	_	http://llod.jerteh.rs/WSD/seENG3005138208n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	U ovom kontekstu, 'vrednosti' se odnose na kvalitete ili osobine (poput poštenja, timskog duha itd.) koje se smatraju poželjnim ili korisnim, što odgovara ovom značenju.	
5-9	59-60	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
5-10	60-64	Nine	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Nine	_	_	_	_	_	_	_	
5-11	65-71	Values	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Values	_	_	_	_	_	_	_	
5-12	72-75	Cup	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	cup	_	_	_	_	_	_	_	
5-13	75-76	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
5-14	76-77	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
5-15	78-82	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
5-16	83-85	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-17	86-93	osvojio	V	VERB	_	_	osvojiti	_	_	_	http://llod.jerteh.rs/WSD/seENG3001114303v	2	ENG30-01114303-v;ENG30-02272549-v	U ovom kontekstu, 'osvojiti' znači pobediti i dobiti nagradu ili trofej, što odgovara značenju 'savladati osvajanjem'.	
5-18	94-103	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	http://llod.jerteh.rs/WSD/seDRJ0187395\_0	1	DRJ0-187395/0	U ovom kontekstu, 'fudbalski' opisuje klub koji se bavi fudbalom, odnosno klub koji pripada fudbalu, što je u skladu sa ponuđenim značenjem.	
5-19	104-108	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	http://llod.jerteh.rs/WSD/seENG3008227214n	4	ENG30-02931417-n;ENG30-03054311-n;ENG30-08227214-n;ENG30-13782769-n	U ovom kontekstu, 'klub' se odnosi na formalnu asocijaciju ljudi sa zajedničkim interesom za fudbal, što je najpreciznije opisano ovim značenjem.	
5-20	109-118	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	_	_	_	
5-21	118-119	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Rezultat druge sezone programa bio je izbor lidera pokreta Fudbal za prijateljstvo (Football for Friendship, F4F).
8-1	119-127	Rezultat	N	NOUN	_	_	rezultat	_	_	_	http://llod.jerteh.rs/WSD/seENG3007292694n	3	ENG30-00186634-n;ENG30-07292694-n;ENG30-13594585-n	U ovom kontekstu, 'rezultat' se odnosi na nešto što je proizašlo iz druge sezone programa, odnosno izbor lidera, što odgovara značenju 'nešto što rezultira iz nečega'.	
8-2	128-133	druge	A	ADJ	_	_	drugi	_	_	_	http://llod.jerteh.rs/WSD/seENG3002202146a	4	ENG30-00048858-a;ENG30-02070030-a;ENG30-02070188-a;ENG30-02202146-a	U ovom kontekstu, 'druge' označava sezonu koja dolazi odmah posle prve, tj. drugu po redu sezonu programa, što odgovara značenju 'dolazi odmah posle prvog u prostoru ili vremenu ili stepenu ili veličini'.	
8-3	134-140	sezone	N	NOUN	_	_	sezona	_	_	_	http://llod.jerteh.rs/WSD/seENG3015239579n	1	ENG30-15239579-n	U ovom kontekstu, 'sezona' se odnosi na određeni period u okviru programa, koji je obeležen posebnim aktivnostima i događajima, što odgovara ponuđenom značenju.	
8-4	141-149	programa	N	NOUN	_	_	program	_	_	_	http://llod.jerteh.rs/WSD/seENG3003962685n	4	ENG30-03962685-n;ENG30-06568978-n;ENG30-06619428-n;ENG30-06676416-n	Nijedno od ponuđenih značenja ne odgovara jer se ovde 'program' odnosi na organizovani skup aktivnosti ili projekat (inicijativu) kao što je 'Fudbal za prijateljstvo', a ne na računarstvo, medije ili akademske studije.	
8-5	150-153	bio	V	AUX	_	_	biti	_	_	_	_	_	_	_	
