#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
1-1	0-1	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
1-2	2-7	petoj	A	ADJ	_	_	peti	_	_	_	ENG30-02202712-a	1	ENG30-02202712-a	Reč 'peti' se koristi da označi redni broj sezone, što znači da dolazi odmah posle četvrte i pre šeste sezone.	
1-3	8-14	sezoni	N	NOUN	_	_	sezona	_	_	_	ENG30-15239579-n	1	ENG30-15239579-n	U ovom kontekstu, 'sezona' se odnosi na period emitovanja televizijskog programa, što se uklapa u definiciju perioda koji označavaju posebne aktivnosti.	
1-4	15-22	program	N	NOUN	_	_	program	_	_	_	ENG30-06619428-n	4	ENG30-03962685-n;ENG30-06568978-n;ENG30-06619428-n;ENG30-06676416-n	U ovom kontekstu, 'program' se odnosi na seriju događaja ili emisiju, što je u skladu sa značenjem emisije na radiju ili televiziji.	
1-5	23-25	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
1-6	26-32	održan	V	VERB	_	_	održati	_	_	_	ENG30-02679899-v	4	ENG30-00118523-v;ENG30-02202928-v;ENG30-02280132-v;ENG30-02679899-v	U ovom kontekstu, 'održan' znači da je program nastavio da postoji i da se odvijao u skladu sa novim konceptom. Značenje 4 najbolje odgovara jer se fokusira na održavanje nepromenjenog stanja ili trajanja.	
1-7	33-34	u	PREP	ADP	_	_	u	1[729]	u skladu sa[729]	AdpID[729]	LLM-0288[2000]	1[2000]	LLM-0288[2000]	Izraz 'u skladu sa' u ovom kontekstu znači 'prema' ili 'u skladu sa' novim konceptom, što se savršeno uklapa u definiciju LLM-0288.[2000]	
1-8	35-41	skladu	N	NOUN	_	_	sklad	1[729]	u skladu sa[729]	AdpID[729]	LLM-0288[2000]	1[2000]	LLM-0288[2000]	Izraz 'u skladu sa' u ovom kontekstu znači 'prema' ili 'u skladu sa' novim konceptom, što se savršeno uklapa u definiciju LLM-0288.[2000]	
1-9	42-44	sa	PREP	ADP	_	_	sa	1[729]	u skladu sa[729]	AdpID[729]	LLM-0288[2000]	1[2000]	LLM-0288[2000]	Izraz 'u skladu sa' u ovom kontekstu znači 'prema' ili 'u skladu sa' novim konceptom, što se savršeno uklapa u definiciju LLM-0288.[2000]	
1-10	45-50	novim	A	ADJ	_	_	nov	_	_	_	ENG30-02070491-a	6	ENG30-00418198-a;ENG30-00820975-a;ENG30-00821208-a;ENG30-01640850-a;ENG30-01687167-a;ENG30-02070491-a	U ovom kontekstu, 'novi' se odnosi na koncept koji je drugačiji od onog koji je korišćen u prethodnim sezonama programa.	
1-11	51-60	konceptom	N	NOUN	_	_	koncept	_	_	_	ENG30-03179318-n	3	ENG30-03179318-n;ENG30-05835747-n;ENG30-06390962-n	U ovom kontekstu, 'koncept' se odnosi na plan ili ideju za novu sezonu programa, gde se bira po jedan mladi fudbaler iz svake zemlje kao predstavnik.	
1-12	60-61	:	PUNCT	PUNCT	_	_	:	_	_	_	_	_	_	_	
1-13	62-67	jedan	NUM	NUM	_	_	jedan	_	_	_	_	_	_	_	
1-14	68-73	mladi	A	ADJ	_	_	mlad	_	_	_	ENG30-01674464-a	2	ENG30-00818008-a;ENG30-01674464-a	Značenje 'u ranom stadijumu života' je najprikladnije jer se odnosi na fudbalere koji su još uvek u ranim godinama svoje karijere.	
1-15	74-82	fudbaler	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	U ovom kontekstu, 'fudbaler' se odnosi na sportistu koji igra fudbal, što je u skladu sa značenjem definisanim u ID-u ENG30-10618342-n.	
1-16	83-85	iz	PREP	ADP	_	_	iz	_	_	_	_	_	_	_	
1-17	86-91	svake	PRO	DET	_	_	svaki	_	_	_	_	_	_	_	
1-18	92-98	zemlje	N	NOUN	_	_	zemlja	_	_	_	ENG30-08493064-n	10	ENG30-08493064-n;ENG30-08544813-n;ENG30-09270894-n;ENG30-09334396-n;ENG30-09335240-n;ENG30-09451517-n;ENG30-13250048-n;ENG30-14842992-n;ENG30-14844414-n;ENG30-14844693-n	U ovom kontekstu, 'zemlja' se odnosi na geografsko područje koje je pod jurisdikcijom suverene države, jer se govori o izboru predstavnika iz svake države.	
1-19	99-106	izabran	V	VERB	_	_	izabrati	_	_	_	ENG30-00676450-v	5	ENG30-00676450-v;ENG30-00676864-v;ENG30-00679937-v;ENG30-00790308-v;ENG30-01078050-v	U ovom kontekstu, 'izabran' znači da je fudbaler pažljivo odabran iz grupe potencijalnih kandidata da predstavlja svoju zemlju.	
1-20	107-109	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
1-21	110-113	kao	CONJ	CCONJ	_	_	kao	_	_	_	_	_	_	_	
1-22	114-118	njen	PRO	DET	_	_	njen	_	_	_	_	_	_	_	
1-23	119-130	predstavnik	N	NOUN	_	_	predstavnik	_	_	_	ENG30-10522035-n	3	ENG30-05820620-n;ENG30-10005721-n;ENG30-10522035-n	U ovom kontekstu, 'predstavnik' se odnosi na mladog fudbalera koji predstavlja svoju zemlju. Ovo odgovara značenju osobe koja predstavlja druge ljude.	
1-24	130-131	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Krup pogađa oko 15 % dece i obično se javlja između 6 meseci i 5–6 godina.
2-1	131-135	Krup	N	NOUN	_	_	krup	_	_	_	ENG30-14174011-n	2	ENG30-14174011-n;ENG30-14349311-n	U ovom kontekstu, 'krup' se odnosi na bolest koja pogađa decu, što se poklapa sa definicijom datom u značenju ENG30-14174011-n.	
