#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|KBid


#Text=Ojlerov identitet je dobio ime po švajcarskom matematičaru Leonardu Ojleru.
101-1	0-7	Ojlerov	A	ADJ	_	_	Ojlerov	2[786]	Ojlerov identitet[786]	NID[786]	http://example.org/lexicon/seLLM0161[3000]	
101-2	8-17	identitet	N	NOUN	_	_	identitet	2[786]	Ojlerov identitet[786]	NID[786]	http://example.org/lexicon/seLLM0161[3000]	
101-3	18-20	je	V	AUX	_	_	jesam	_	_	_	_	
101-4	21-26	dobio	V	VERB	_	_	dobiti	1	dobiti ime	LVC.full	http://example.org/lexicon/seCVMWE0057[3001]	
101-5	27-30	ime	N	NOUN	_	_	ime	1	*	LVC.full	http://example.org/lexicon/seCVMWE0057[3001]	
101-6	31-33	po	PREP	ADP	_	_	po	_	_	_	_	
101-7	34-45	švajcarskom	A	ADJ	*	DEMO	švajcarski	_	_	_	http://example.org/lexicon/seENG3002960975a	
101-8	46-58	matematičaru	N	NOUN	http://www.wikidata.org/entity/Q170790	ROLE	matematičar	_	_	_	http://example.org/lexicon/seENG3010301261n	
101-9	59-67	Leonardu	N	PROPN	http://www.wikidata.org/entity/Q7604[53]	PERS[53]	Leonard	_	_	_	_	
101-10	68-74	Ojleru	N	PROPN	http://www.wikidata.org/entity/Q7604[53]	PERS[53]	Ojler	_	_	_	_	
101-11	74-75	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Pavija je pala posle trogodišnje opsade, 572. godine, i postala prva prestonica nove lombardijske kraljevine Italije.
102-1	75-81	Pavija	N	PROPN	http://www.wikidata.org/entity/Q6259	LOC	Pavija	_	_	_	_	
102-2	82-84	je	V	AUX	_	_	jesam	_	_	_	_	
102-3	85-89	pala	V	VERB	_	_	pasti	_	_	_	http://example.org/lexicon/seENG3002385153v	
102-4	90-95	posle	PREP	ADP	_	_	posle	_	_	_	_	
102-5	96-107	trogodišnje	A	ADJ	_	_	trogodišnji	_	_	_	http://example.org/lexicon/seENG3001969606a	
102-6	108-114	opsade	N	NOUN	_	_	opsada	_	_	_	http://example.org/lexicon/seENG3001075117n	
102-7	114-115	,	PUNCT	PUNCT	_	_	,	_	_	_	_	
102-8	116-120	572.	A	ADJ	_	_	572.	_	_	_	http://example.org/lexicon/seNEW_SENSE	
102-9	121-127	godine	N	NOUN	_	_	godina	_	_	_	http://example.org/lexicon/seENG3015203791n	
102-10	127-128	,	PUNCT	PUNCT	_	_	,	_	_	_	_	
102-11	129-130	i	CONJ	CCONJ	_	_	i	_	_	_	_	
102-12	131-138	postala	V	VERB	_	_	postati	_	_	_	http://example.org/lexicon/seENG3000149583v	
102-13	139-143	prva	A	ADJ	_	_	prvi	_	_	_	http://example.org/lexicon/seENG3001010862a	
102-14	144-154	prestonica	N	NOUN	_	_	prestonica	_	_	_	http://example.org/lexicon/seENG3008518505n	
102-15	155-159	nove	A	ADJ	_	_	nov	_	_	_	http://example.org/lexicon/seENG3001640850a	
102-16	160-172	lombardijske	A	ADJ	*	DEMO	lombardijski	_	_	_	http://example.org/lexicon/seCVDf133\_0	
102-17	173-183	kraljevine	N	NOUN	_	_	kraljevina	_	_	_	http://example.org/lexicon/seENG3008558155n	
102-18	184-191	Italije	N	PROPN	http://www.wikidata.org/entity/Q38	LOC	Italija	_	_	_	_	
102-19	191-192	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Misija Apolo 12 bila je šesta s ljudskom posadom u Apolo programu Sjedinjenih Država i druga koja je sletela na Mesec.
103-1	192-198	Misija	N	NOUN	_	_	misija	_	_	_	http://example.org/lexicon/seENG3000970645n	
103-2	199-204	Apolo	N	PROPN	http://www.wikidata.org/entity/Q188433[54]	EVENT[54]	Apolo	_	_	_	_	
103-3	205-207	12	NUM	NUM	http://www.wikidata.org/entity/Q188433[54]	EVENT[54]	12	_	_	_	_	
103-4	208-212	bila	V	AUX	_	_	biti	_	_	_	_	
103-5	213-215	je	V	AUX	_	_	jesam	_	_	_	_	
103-6	216-221	šesta	A	ADJ	_	_	šesti	_	_	_	http://example.org/lexicon/seENG3002202854a	
103-7	222-223	s	PREP	ADP	_	_	s	_	_	_	_	
103-8	224-232	ljudskom	A	ADJ	_	_	ljudski	_	_	_	http://example.org/lexicon/seENG3002743391a	
103-9	233-240	posadom	N	NOUN	_	_	posada	_	_	_	http://example.org/lexicon/seDRJ0214423\_0б	
103-10	241-242	u	PREP	ADP	_	_	u	_	_	_	_	
103-11	243-248	Apolo	N	PROPN	http://www.wikidata.org/entity/Q46611	WORK	Apolo	_	_	_	_	
103-12	249-257	programu	N	NOUN	_	_	program	_	_	_	http://example.org/lexicon/seENG3006676416n	
103-13	258-269	Sjedinjenih	A	ADJ	http://www.wikidata.org/entity/Q30[55]	LOC[55]	sjedinjen	_	_	_	_	
103-14	270-276	Država	N	NOUN	http://www.wikidata.org/entity/Q30[55]	LOC[55]	država	_	_	_	_	
103-15	277-278	i	CONJ	CCONJ	_	_	i	_	_	_	_	
103-16	279-284	druga	A	ADJ	_	_	drugi	_	_	_	http://example.org/lexicon/seENG3002202146a	
103-17	285-289	koja	PRO	DET	_	_	koji	_	_	_	_	
103-18	290-292	je	V	AUX	_	_	jesam	_	_	_	_	
103-19	293-300	sletela	V	VERB	_	_	sleteti	_	_	_	http://example.org/lexicon/seENG3001979901v	
103-20	301-303	na	PREP	ADP	_	_	na	_	_	_	_	
103-21	304-309	Mesec	N	PROPN	http://www.wikidata.org/entity/Q405	LOC	Mesec	_	_	_	_	
103-22	309-310	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Orden Britanske imperije 4. juna 1917. ustanovio je britanski kralj Džordž V.
104-1	310-315	Orden	N	NOUN	_	_	orden	_	_	_	http://example.org/lexicon/seENG3006706676n	
104-2	316-325	Britanske	A	ADJ	http://www.wikidata.org/entity/Q8680[56]	LOC[56]	britanski	_	_	_	_	
104-3	326-334	imperije	N	NOUN	http://www.wikidata.org/entity/Q8680[56]	LOC[56]	imperija	_	_	_	_	
104-4	335-337	4.	A	ADJ	_	_	4.	_	_	_	http://example.org/lexicon/seNEW_SENSE	
104-5	338-342	juna	N	NOUN	_	_	jun	_	_	_	http://example.org/lexicon/seENG3015211806n	
104-6	343-348	1917.	A	ADJ	_	_	1917.	_	_	_	http://example.org/lexicon/seNEW_SENSE	
104-7	349-358	ustanovio	V	VERB	_	_	ustanoviti	_	_	_	http://example.org/lexicon/seENG3002396205v	
104-8	359-361	je	V	AUX	_	_	jesam	_	_	_	_	
104-9	362-371	britanski	A	ADJ	*	DEMO	britanski	_	_	_	http://example.org/lexicon/seENG3003022177a	
104-10	372-377	kralj	N	NOUN	http://www.wikidata.org/entity/Q12097	ROLE	kralj	_	_	_	http://example.org/lexicon/seENG3010231515n	
104-11	378-384	Džordž	N	PROPN	http://www.wikidata.org/entity/Q269412[57]	PERS[57]	Džordž	_	_	_	_	
104-12	385-386	V	RN	NUM	http://www.wikidata.org/entity/Q269412[57]	PERS[57]	V	_	_	_	_	
104-13	386-387	.	PUNCT	PUNCT	_	_	.	_	_	_	_	

#Text=Zbog toga je smatrao da je glavni zadatak vojskovođe opsežna priprema svih mogućih ishoda.
105-1	387-391	Zbog	PREP	ADP	_	_	zbog	1[787]	zbog toga[787]	AdvID[787]	http://example.org/lexicon/seLLM0336[3002]	
105-2	392-396	toga	PRO	DET	_	_	taj	1[787]	zbog toga[787]	AdvID[787]	http://example.org/lexicon/seLLM0336[3002]	
105-3	397-399	je	V	AUX	_	_	jesam	_	_	_	_	
105-4	400-407	smatrao	V	VERB	_	_	smatrati	_	_	_	http://example.org/lexicon/seENG3000689950v	
105-5	408-410	da	CONJ	SCONJ	_	_	da	_	_	_	_	
105-6	411-413	je	V	AUX	_	_	jesam	_	_	_	_	
105-7	414-420	glavni	A	ADJ	_	_	glavni	_	_	_	http://example.org/lexicon/seENG3001277426a	
105-8	421-428	zadatak	N	NOUN	_	_	zadatak	_	_	_	http://example.org/lexicon/seENG3000730247n	
105-9	429-439	vojskovođe	N	NOUN	http://www.wikidata.org/entity/Q1402561	ROLE	vojskovođa	_	_	_	http://example.org/lexicon/seENG3010316862n	
105-10	440-447	opsežna	A	ADJ	_	_	opsežan	_	_	_	http://example.org/lexicon/seENG3000014858a	
105-11	448-456	priprema	N	NOUN	_	_	priprema	_	_	_	http://example.org/lexicon/seENG3000893955n	
105-12	457-461	svih	PRO	DET	_	_	sav	_	_	_	_	
105-13	462-469	mogućih	A	ADJ	_	_	moguć	_	_	_	http://example.org/lexicon/seENG3001821266a	
105-14	470-476	ishoda	N	NOUN	_	_	ishod	_	_	_	http://example.org/lexicon/seENG3011410625n	
105-15	476-477	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Palaco je sada najveći muzejski kompleks u Firenci.
106-1	477-483	Palaco	N	PROPN	_	_	Palaco	_	_	_	_	
106-2	484-486	je	V	AUX	_	_	jesam	_	_	_	_	
106-3	487-491	sada	ADV	ADV	_	_	sada	_	_	_	http://example.org/lexicon/seENG3000048268b	
106-4	492-499	najveći	A	ADJ	_	_	velik	_	_	_	http://example.org/lexicon/seENG3001375909a	
106-5	500-508	muzejski	A	ADJ	_	_	muzejski	_	_	_	http://example.org/lexicon/seDRJ0203550\_0а	
106-6	509-517	kompleks	N	NOUN	_	_	kompleks	_	_	_	http://example.org/lexicon/seENG3005870365n	
106-7	518-519	u	PREP	ADP	_	_	u	_	_	_	_	
106-8	520-527	Firenci	N	PROPN	http://www.wikidata.org/entity/Q2044	LOC	Firenca	_	_	_	_	
106-9	527-528	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Foker je bio holandski proizvođač aviona, nazvan po svom osnivaču, Antoniju Fokeru.
107-1	528-533	Foker	N	PROPN	http://www.wikidata.org/entity/Q155896	ORG	Foker	_	_	_	_	
107-2	534-536	je	V	AUX	_	_	jesam	_	_	_	_	
107-3	537-540	bio	V	AUX	_	_	biti	_	_	_	_	
107-4	541-550	holandski	A	ADJ	*	DEMO	holandski	_	_	_	http://example.org/lexicon/seENG3002960686a	
107-5	551-561	proizvođač	N	NOUN	_	_	proizvođač	_	_	_	http://example.org/lexicon/seENG3008060446n	
107-6	562-568	aviona	N	NOUN	_	_	avion	_	_	_	http://example.org/lexicon/seENG3002691156n	
107-7	568-569	,	PUNCT	PUNCT	_	_	,	_	_	_	_	
107-8	570-576	nazvan	A	ADJ	_	_	nazvan	_	_	_	http://example.org/lexicon/seENG3002342121a	
107-9	577-579	po	PREP	ADP	_	_	po	_	_	_	_	
107-10	580-584	svom	PRO	DET	_	_	svoj	_	_	_	_	
107-11	585-593	osnivaču	N	NOUN	_	_	osnivač	_	_	_	http://example.org/lexicon/seENG3010107303n	
107-12	593-594	,	PUNCT	PUNCT	_	_	,	_	_	_	_	
107-13	595-603	Antoniju	N	PROPN	http://www.wikidata.org/entity/Q76703[58]	PERS[58]	Antonio	_	_	_	_	
107-14	604-610	Fokeru	N	PROPN	http://www.wikidata.org/entity/Q76703[58]	PERS[58]	Foker	_	_	_	_	
107-15	610-611	.	SENT	PUNCT	_	_	.	_	_	_	_	

#Text=Taj brak je predložen kao način za uspostavljanje prijateljstva između Danske i Švedske.
