#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
1-1	0-1	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	_	_	
1-2	2-7	petoj	A	ADJ	_	_	peti	_	_	_	*	'Petoj' označava redni broj sezone: onu koja dolazi posle četvrte i pre šeste.	http://llod.jerteh.rs/WSD/seENG3002202712a	1	gpt-5	ENG30-02202712-a	
1-3	8-14	sezoni	N	NOUN	_	_	sezona	_	_	_	*	Ovde 'sezona' označava period/ciklus u kojem se program odvija (peta sezona programa), tj. vremenski okvir obeležen specifičnim aktivnostima, što odgovara datoj definiciji.	http://llod.jerteh.rs/WSD/seENG3015239579n	1	gpt-5	ENG30-15239579-n	
1-4	15-22	program	N	NOUN	_	_	program	_	_	_	CV	Pominje se peta sezona i novi koncept sa izborom predstavnika po zemljama, što upućuje na televizijsku emisiju/šou. Zato 'program' znači TV ili radio emisiju.	http://llod.jerteh.rs/WSD/seENG3006619428n	7	gpt-5	ENG30-00551215-n;ENG30-03962685-n;ENG30-05898568-n;ENG30-05899087-n;ENG30-06568978-n;ENG30-06619428-n;ENG30-06676416-n	
1-5	23-25	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
1-6	26-32	održan	V	VERB	_	_	održati	_	_	_	CV	Ovde 'održan' znači da je program sproveden/organizovan prema novom konceptu, tj. događaj je održan na određeni način.	http://llod.jerteh.rs/WSD/seENG3001733477v	7	gpt-5	ENG30-00118523-v;ENG30-00339934-v;ENG30-01733477-v;ENG30-02202928-v;ENG30-02280132-v;ENG30-02408965-v;ENG30-02679899-v	
1-7	33-34	u	PREP	ADP	_	_	u	1[187]	u skladu sa[187]	AdpID[187]	*[451]	Izraz znači da je program sproveden prema novom konceptu, tj. saglasno njemu. Ovde označava usklađenost postupanja sa definisanim konceptom.[2000]	http://llod.jerteh.rs/WSD/seLLM0288[2000]	1[2000]	gpt-5	LLM-0288[2000]	
1-8	35-41	skladu	N	NOUN	_	_	sklad	1[187]	u skladu sa[187]	AdpID[187]	*[451]	Izraz znači da je program sproveden prema novom konceptu, tj. saglasno njemu. Ovde označava usklađenost postupanja sa definisanim konceptom.[2000]	http://llod.jerteh.rs/WSD/seLLM0288[2000]	1[2000]	gpt-5	LLM-0288[2000]	
1-9	42-44	sa	PREP	ADP	_	_	sa	1[187]	u skladu sa[187]	AdpID[187]	*[451]	Izraz znači da je program sproveden prema novom konceptu, tj. saglasno njemu. Ovde označava usklađenost postupanja sa definisanim konceptom.[2000]	http://llod.jerteh.rs/WSD/seLLM0288[2000]	1[2000]	gpt-5	LLM-0288[2000]	
1-10	45-50	novim	A	ADJ	_	_	nov	_	_	_	*	„Novim konceptom” označava promenjen, drugačiji format u odnosu na prethodne sezone. Fokus je na razlikovanju od ranijeg koncepta, ne samo na vremenskoj novini.	http://llod.jerteh.rs/WSD/seENG3002070491a	6	gpt-5	ENG30-00418198-a;ENG30-00820975-a;ENG30-00821208-a;ENG30-01640850-a;ENG30-01687167-a;ENG30-02070491-a	
