#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.WSD|Comment|Explanation|KBid|NumberOfSenses|Origine|Possible


#Text=Mnogo je siromaštva i nezaposlenosti.
1-1	0-5	Mnogo	ADV	ADV	_	_	mnogo	_	_	_	*	"Mnogo" u ovom kontekstu znači da siromaštva i nezaposlenosti ima u velikoj meri ili stepenu, što odgovara ovom značenju.	http://llod.jerteh.rs/WSD/seENG3000059086b	4	gpt-4.1	ENG30-00032803-b;ENG30-00059086-b;ENG30-00059413-b;ENG30-00145713-b	
1-2	6-8	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	_	_	
1-3	9-19	siromaštva	N	NOUN	_	_	siromaštvo	_	_	_	*	U ovom kontekstu siromaštvo označava opšte stanje u kojem ljudi imaju malo novca i materijalnih dobara, što je u skladu sa prvim ponuđenim značenjem.	http://llod.jerteh.rs/WSD/seENG3014493145n	3	gpt-4.1	ENG30-14493145-n;ENG30-14493426-n;ENG30-14493716-n	
1-4	20-21	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	_	_	
1-5	22-36	nezaposlenosti	N	NOUN	_	_	nezaposlenost	_	_	_	*	U kontekstu se govori o pojavama kao što su siromaštvo i nezaposlenost, gde 'nezaposlenost' jasno označava stanje kada ljudi nemaju posao, što odgovara datom značenju.	http://llod.jerteh.rs/WSD/seENG3013968308n	1	gpt-4.1	ENG30-13968308-n	
1-6	36-37	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	_	_	

#Text=Taj bod podelili su na jednake delove vozači koji su imali isti najbrži krug.
2-1	38-41	Taj	PRO	DET	_	_	taj	_	_	_	_	_	_	_	_	_	
2-2	42-45	bod	N	NOUN	_	_	bod	_	_	_	*	U ovom kontekstu, 'bod' se odnosi na jedinicu koja se dodeljuje kao rezultat učinka u takmičenju, što je tačno značenje iz opisa pod ovim ID-jem.	http://llod.jerteh.rs/WSD/seENG3013610162n	2	gpt-4.1	ENG30-04321238-n;ENG30-13610162-n	
